Complaint Number,Major Crime Head,Crime Head and Section,Minor Crime Head,Commits,Month
100624663,CUSTOMS,,Others,nan,01-03-2021
144559455,CUSTOMS,,Customs Act 1962,0,01-03-2021
654089239,CUSTOMS,,Import/Export (Control) Act 1947,0,01-03-2021
574442629,Explosives,,Others,nan,01-03-2021
216282649,Explosives,,Explosives Substances Act 1908,20,01-03-2021
101991976,Explosives,,Explosives Act 1884,36,01-03-2021
856677605,Explosives,,Inflammable Substance Act 1952,0,01-03-2021
503743930,FOREIGN EXCHANGE,,Others,nan,01-03-2021
283269228,FOREIGN EXCHANGE,,"Smugglers and Foreign Exchange Manipulator Act1976",0,01-03-2021
203634428,FOREIGN EXCHANGE,,Foreign Exchange Regulation Act 1973,0,01-03-2021
892146490,FOREIGN EXCHANGE,,Foreign Exchange Regulation Act 1952,0,01-03-2021
419560369,FOREIGNER,,Others,nan,01-03-2021
903713063,FOREIGNER,,Foreigners Act 1946,1,01-03-2021
279308531,FOREIGNER,,Registration of Foreigners Act 1939,0,01-03-2021
719554235,FOREST,,Others,nan,01-03-2021
821984956,FOREST,,Indian Forest Act 1927,0,01-03-2021
226110950,FOREST,,Forest (Conservation) Act 1980,0,01-03-2021
100824503,HIJACKING,,Others,nan,01-03-2021
731009829,HIJACKING,,Foreign Aircraft - In India,0,01-03-2021
587099156,HIJACKING,,Foreign Aircraft - Outside India,0,01-03-2021
118018140,HIJACKING,,Indian Aircraft - In India,0,01-03-2021
999640158,HIJACKING,,Indian Aircraft - Outside India,0,01-03-2021
266138158,IMMORAL TRAFFIC,,Others,nan,01-03-2021
226795755,IMMORAL TRAFFIC,,Organised,10,01-03-2021
543274074,IMMORAL TRAFFIC,,Un-Organised,13,01-03-2021
631424544,BONDED LABOUR SYSTEM,,Others,0,01-03-2021
927033539,INDIAN MOTOR VEHICLE,,Others,2,01-03-2021
363506123,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Others,nan,01-03-2021
934582249,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Cultivated/Processed,353,01-03-2021
155528608,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,Synthetic,205,01-03-2021
153286000,PASSPORT ACT,,Others,nan,01-03-2021
216712613,PASSPORT ACT,,Foreigner,0,01-03-2021
997584947,PASSPORT ACT,,Indian,1,01-03-2021
366741178,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Others,nan,01-03-2021
598605914,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Assembly,0,01-03-2021
359982971,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Parliament,0,01-03-2021
783393614,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,Other Elected Bodies,0,01-03-2021
999977494,KARNATAKA POLICE ACT 1963,,Others,nan,01-03-2021
606040458,KARNATAKA POLICE ACT 1963,,Gambling - Matka (78 Class C),769,01-03-2021
919612433,KARNATAKA POLICE ACT 1963,,Street Gambling (87),510,01-03-2021
732352234,KARNATAKA POLICE ACT 1963,,House Gambling (79 & 80),14,01-03-2021
975818373,KARNATAKA POLICE ACT 1963,,Betting,14,01-03-2021
218328967,KARNATAKA POLICE ACT 1963,,Others,40,01-03-2021
367840248,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",,Others,11,01-03-2021
576810839,"POST & TELEGRAPH, TELEGRAPH WIRES
",UNLAWFUL POSSESSION) ACT 1980,Others,0,01-03-2021
277563370,OFFICIAL SECURITY RELATED ACTS,,Others,nan,01-03-2021
995155197,OFFICIAL SECURITY RELATED ACTS,,Official Secrets Act 1923,0,01-03-2021
428256924,OFFICIAL SECURITY RELATED ACTS,,Essential Services Maintenance Act 1981,1,01-03-2021
739789719,PREVENTION OF TERRORISM ACT ,POTA,Others,0,01-03-2021
388574710,RAILWAYS ACT,,Others,nan,01-03-2021
199883719,RAILWAYS ACT,,Indian Railways Act 1989,0,01-03-2021
692555504,RAILWAYS ACT,,Railway Property (Unlawful Possession) Act 1966,0,01-03-2021
559316467,UNLAWFUL ACTIVITIES ,Prevention) Act 1967,Others,0,01-03-2021
643084539,CRIMES RELATED TO WOMEN,,Others,nan,01-03-2021
860351315,CRIMES RELATED TO WOMEN,,Dowry Prohibition,154,01-03-2021
565621472,CRIMES RELATED TO WOMEN,,Commission of SATI (Prevention) Act 1987,0,01-03-2021
996502320,CRIMES RELATED TO WOMEN,,"Indecent Representation of Women (Prohibition) Act1986",0,01-03-2021
658771890,INDIAN LUNACY ACT,,Others,0,01-03-2021
684741407,INDIAN ELECTRICITY ACT,,Others,1,01-03-2021
398677160,"COTPA, CIGARETTES AND OTHER TOBACCO
PRODUCTS",,Others,33,01-03-2021
415770219,KARNATAKA STATE LOCAL ACTS,,Others,nan,01-03-2021
615638869,KARNATAKA STATE LOCAL ACTS,,Karnataka Cow Slaughters Act,28,01-03-2021
480666543,KARNATAKA STATE LOCAL ACTS,,"The Karnataka Prevention of Dangerous Activitiesof Bootleggers, Drug-offenders, Gamblers, GoondaAct",0,01-03-2021
556421598,KARNATAKA STATE LOCAL ACTS,,Karnataka Excise Act 1965,564,01-03-2021
902164715,KARNATAKA STATE LOCAL ACTS,,Karnataka Forest Act 1963,4,01-03-2021
514704678,KARNATAKA STATE LOCAL ACTS,,"Karnataka Education Act 1983 As Amended UptoDate",2,01-03-2021
204418211,KARNATAKA STATE LOCAL ACTS,,Karnataka Kerosene Restriction Unuse Act 1956,0,01-03-2021
697625868,KARNATAKA STATE LOCAL ACTS,,Karnataka University Act,0,01-03-2021
130646250,KARNATAKA STATE LOCAL ACTS,,Karnataka Corruption Act,0,01-03-2021
144602210,KARNATAKA STATE LOCAL ACTS,,Karnataka Medical Registration Act 1965,0,01-03-2021
248492905,KARNATAKA STATE LOCAL ACTS,,Karnataka Land & Revenue Acdt 1964 & 2007,4,01-03-2021
492414622,KARNATAKA STATE LOCAL ACTS,,Karnataka Kerosene Dealers License Order 1969,0,01-03-2021
732927614,KARNATAKA STATE LOCAL ACTS,,Karnataka Society Registration Act,0,01-03-2021
934180796,KARNATAKA STATE LOCAL ACTS,,Karnataka Minor Mineral Consistent Rule 1994,9,01-03-2021
863855077,KARNATAKA STATE LOCAL ACTS,,Bangalore Development Authority Act,1,01-03-2021
622299904,KARNATAKA STATE LOCAL ACTS,,Karnataka Prohibition of Beggery Act 1975,0,01-03-2021
712042272,KARNATAKA STATE LOCAL ACTS,,Karnataka Municipalities Act 1964,0,01-03-2021
988196445,KARNATAKA STATE LOCAL ACTS,,Karnataka Irrigation Act 1963,0,01-03-2021
162133833,KARNATAKA STATE LOCAL ACTS,,Karnataka Fire Force act 1964,1,01-03-2021
255376939,KARNATAKA STATE LOCAL ACTS,,Karnataka Consumer Protection Act 1986,0,01-03-2021
771826626,KARNATAKA STATE LOCAL ACTS,,Karnataka Lottery Act,1,01-03-2021
237977811,KARNATAKA STATE LOCAL ACTS,,Karnataka Weight & Measurement Act,0,01-03-2021
675057985,KARNATAKA STATE LOCAL ACTS,,Karnataka Agriculture Marketing Regulation Act,0,01-03-2021
404243815,KARNATAKA STATE LOCAL ACTS,,Karnataka Revenue Act,1,01-03-2021
641185748,KARNATAKA STATE LOCAL ACTS,,Karnataka Mining Act,1,01-03-2021
975304780,KARNATAKA STATE LOCAL ACTS,,Karnataka Betting Tax Act,0,01-03-2021
157905578,KARNATAKA STATE LOCAL ACTS,,Karnataka Panchayat Raj Act,0,01-03-2021
286285512,KARNATAKA STATE LOCAL ACTS,,Karnataka Open Place Disfigurement Act 1951,4,01-03-2021
764635131,KARNATAKA STATE LOCAL ACTS,,Karnataka Right To Information Act 2000 & 2008,0,01-03-2021
914996042,KARNATAKA STATE LOCAL ACTS,,Karnataka Urban Development Act 1987,0,01-03-2021
568641372,KARNATAKA STATE LOCAL ACTS,,Karnataka Town & City Planning Act 1961,0,01-03-2021
117975839,KARNATAKA STATE LOCAL ACTS,,Karnataka Race Betting Act,0,01-03-2021
992658709,KARNATAKA STATE LOCAL ACTS,,"Karnataka Devadasi's (Prohibition Of Dedication)Act 1982",0,01-03-2021
838259990,KARNATAKA STATE LOCAL ACTS,,Cooperative Society Act,1,01-03-2021
635815654,KARNATAKA STATE LOCAL ACTS,,Karnataka Entertainment Tax Act 1958,0,01-03-2021
812566490,KARNATAKA STATE LOCAL ACTS,,Karnataka Land Acquisition (Prohibition) Act 2007,0,01-03-2021
597173783,KARNATAKA STATE LOCAL ACTS,,Karnataka Money Lender Act 1961,1,01-03-2021
527240075,KARNATAKA STATE LOCAL ACTS,,Karnataka Stamp Act 1957,0,01-03-2021
752466436,KARNATAKA STATE LOCAL ACTS,,Karnataka Prisoners Act 1963 & 1974,0,01-03-2021
545824110,KARNATAKA STATE LOCAL ACTS,,Karnataka Private Medical Institution Act 2007,0,01-03-2021
197023749,KARNATAKA STATE LOCAL ACTS,,"MMRD (Mines & Minerals Regulation Development) Act 1957",19,01-03-2021
131192304,KARNATAKA STATE LOCAL ACTS,,Karnataka Treasure Trove Act 1962,0,01-03-2021
852918408,KARNATAKA STATE LOCAL ACTS,,"Karnataka Prohibition of Charging ExorbitantInterest Act 2004",2,01-03-2021
847134372,KARNATAKA STATE LOCAL ACTS,,"Karnataka Ayurvedic And Unani Pract. Regis. &Medical Prac. Misc. Prov. Act",0,01-03-2021
927931755,KARNATAKA STATE LOCAL ACTS,,Other Local Acts,20,01-03-2021
310585631,CYBER CRIME,,Others,nan,01-03-2021
985691557,CYBER CRIME,,"Information Technology Act 2000, 2009",479,01-03-2021
529514745,NATIONAL SECURITY ACT,,Others,0,01-03-2021
423972429,POCSO,,Others,nan,01-03-2021
439938357,POCSO,,Custodial Rape,0,01-03-2021
887315451,POCSO,,Gang Rape,1,01-03-2021
875133153,POCSO,,Rape,139,01-03-2021
180893077,POCSO,,Others,79,01-03-2021
659724045,Murder ,Sec.302/303 IPC,Others,72,01-04-2021
978080195,Murder ,Sec.302/303 IPC,For gain,2,01-04-2021
120356010,Murder ,Sec.302/303 IPC,Over Property Dispute,1,01-04-2021
271048249,Murder ,Sec.302/303 IPC,Due to Personal Vendetta or enemity,6,01-04-2021
632748442,Murder ,Sec.302/303 IPC,Due to Sexual jealousy,3,01-04-2021
191194827,Murder ,Sec.302/303 IPC,For dowry by burning,0,01-04-2021
855310135,Murder ,Sec.302/303 IPC,For dowry by other means,1,01-04-2021
310347834,Murder ,Sec.302/303 IPC,Due to Communalism,0,01-04-2021
972266562,Murder ,Sec.302/303 IPC,Due to Casteism,0,01-04-2021
809249317,Murder ,Sec.302/303 IPC,Witch Craft (Sorcery),0,01-04-2021
551271430,Murder ,Sec.302/303 IPC,For Human Sacrifice,0,01-04-2021
576484382,Murder ,Sec.302/303 IPC,Due to Terrorism/Naxalism / Extremism,0,01-04-2021
437109047,Murder ,Sec.302/303 IPC,For Political Reasons,0,01-04-2021
856960600,Murder ,Sec.302/303 IPC,Due to Adultery,0,01-04-2021
593283746,Murder ,Sec.302/303 IPC,Civil Disputes,8,01-04-2021
243196056,Murder ,Sec.302/303 IPC,Electoral Gain,0,01-04-2021
660160333,Murder ,Sec.302/303 IPC,Gang Rivalry,0,01-04-2021
325337008,Murder ,Sec.302/303 IPC,Love Intrigue,3,01-04-2021
991756721,Murder ,Sec.302/303 IPC,Professional,0,01-04-2021
975403600,Murder ,Sec.302/303 IPC,Psychopathic/Serial Killer/Lunacy,0,01-04-2021
322916088,Murder ,Sec.302/303 IPC,Rape with Murder,1,01-04-2021
649534876,Murder ,Sec.302/303 IPC,Revenge/Enemity,7,01-04-2021
317162453,Murder ,Sec.302/303 IPC,Sudden Quarrel,5,01-04-2021
531823070,Murder ,Sec.302/303 IPC,Village Dispute,0,01-04-2021
618306944,Murder ,Sec.302/303 IPC,Custodial,0,01-04-2021
984930313,ATTEMPT TO MURDER ,Sec. 307 IPC,Others,148,01-04-2021
122600114,ATTEMPT TO MURDER ,Sec. 307 IPC,For Gain,1,01-04-2021
731266614,ATTEMPT TO MURDER ,Sec. 307 IPC,Over Property Dispute,7,01-04-2021
417723970,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Personal Vendetta or enemity,4,01-04-2021
878015645,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Sexual jealousy,2,01-04-2021
201139571,ATTEMPT TO MURDER ,Sec. 307 IPC,For Dowry other Means,4,01-04-2021
814473954,ATTEMPT TO MURDER ,Sec. 307 IPC,Dowry By Burning,0,01-04-2021
717977804,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Communalism,1,01-04-2021
505155026,ATTEMPT TO MURDER ,Sec. 307 IPC,Due to Casteism,0,01-04-2021
408181509,ATTEMPT TO MURDER ,Sec. 307 IPC,Witch Craft (Sorcery),0,01-04-2021
678506237,ATTEMPT TO MURDER ,Sec. 307 IPC,For Human Sacrifice,0,01-04-2021
596139724,ATTEMPT TO MURDER ,Sec. 307 IPC,Terrorism /Naxalism / Extremism,0,01-04-2021
711744523,ATTEMPT TO MURDER ,Sec. 307 IPC,For Political Reasons,2,01-04-2021
539736960,ATTEMPT TO MURDER ,Sec. 307 IPC,Adultery,0,01-04-2021
656935892,ATTEMPT TO MURDER ,Sec. 307 IPC,Electoral Gain,0,01-04-2021
814917280,ATTEMPT TO MURDER ,Sec. 307 IPC,Gang Rivalry,1,01-04-2021
873914488,ATTEMPT TO MURDER ,Sec. 307 IPC,Love Intrigue,1,01-04-2021
461307877,ATTEMPT TO MURDER ,Sec. 307 IPC,Professional,1,01-04-2021
660680090,ATTEMPT TO MURDER ,Sec. 307 IPC,Rape,0,01-04-2021
593021292,ATTEMPT TO MURDER ,Sec. 307 IPC,Revenge/Enemity,24,01-04-2021
874839462,ATTEMPT TO MURDER ,Sec. 307 IPC,Sudden Quarrel,15,01-04-2021
712121527,ATTEMPT TO MURDER ,Sec. 307 IPC,Village Dispute,1,01-04-2021
947425518,ATTEMPT TO MURDER ,Sec. 307 IPC,Civil Disputes,33,01-04-2021
878863832,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Others,5,01-04-2021
929644615,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Gain,0,01-04-2021
465540671,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Over Civil Dispute,0,01-04-2021
610595033,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Personal Vendetta or enemity,0,01-04-2021
749203247,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Sexual jealousy,0,01-04-2021
949254709,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Dowry,0,01-04-2021
475499546,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Communalism,0,01-04-2021
737759088,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Due to Casteism,0,01-04-2021
356851289,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Witch Craft (Sorcery),0,01-04-2021
445482978,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Human Sacrifice,0,01-04-2021
277070729,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Terrorism /Naxalism / Extremism,0,01-04-2021
667475431,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,For Political Reasons,0,01-04-2021
224222130,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Adultery,0,01-04-2021
951903041,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Property Disputes,0,01-04-2021
571430340,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Electoral Gain,2,01-04-2021
492627604,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Gang Rivalry,0,01-04-2021
885038445,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Love Intrigue,0,01-04-2021
573688187,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Professional,0,01-04-2021
959176935,"CULPABLE HOMICIDE NOT AMOUNTING TO
MURDER ",Sec.304 IPC,Sudden Quarrel,2,01-04-2021
965761142,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Others,2,01-04-2021
490053467,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Gain,0,01-04-2021
357356999,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Over Civil Dispute,0,01-04-2021
170631302,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Personal Vendetta or enemity,0,01-04-2021
175943146,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Sexual jealousy,0,01-04-2021
434045428,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Dowry,0,01-04-2021
881905210,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Communalism,0,01-04-2021
778978041,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Due to Casteism,0,01-04-2021
174188955,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Witch Craft (Sorcery),0,01-04-2021
170091552,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Human Sacrifice,0,01-04-2021
372776253,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Terrorism /Naxalism / Extremism,0,01-04-2021
649243977,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,For Political Reasons,0,01-04-2021
471973643,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Adultery,0,01-04-2021
600365410,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Property Disputes,0,01-04-2021
903417615,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Electoral Gain,1,01-04-2021
546381816,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Gang Rivalry,0,01-04-2021
417791822,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Love Intrigue,0,01-04-2021
817028754,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Professional,0,01-04-2021
328243695,"ATTEMPT TO CULPABLE HOMICIDE NOT
AMOUNTING TO MURDER ",Sec. 308 IPC,Sudden Quarrel,0,01-04-2021
161591649,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Others,4,01-04-2021
708443825,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Custodial Rape,0,01-04-2021
357706105,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Attempt to Commit,1,01-04-2021
618820856,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By a Gang,0,01-04-2021
512781858,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Parents,0,01-04-2021
368387410,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Hospital Staff,1,01-04-2021
158667876,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Husband During Sepearation,0,01-04-2021
130528396,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Neighbours,1,01-04-2021
972555406,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",By Relatives,7,01-04-2021
419185914,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Jail Custody,0,01-04-2021
920751660,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",In Remand Home,0,01-04-2021
142114389,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",InCest,0,01-04-2021
727228986,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Known Person,30,01-04-2021
587040397,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",Unknown Person,0,01-04-2021
528489347,RAPE ,"Sec.376, 376(A) to 376 (D) IPC",On Minor,0,01-04-2021
557095393,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Others,69,01-04-2021
990641880,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Boy,35,01-04-2021
591506102,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Missing - Girl,145,01-04-2021
568057259,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Children,1,01-04-2021
509394635,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Cildren for Begging,0,01-04-2021
683374045,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Women,0,01-04-2021
922987861,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of Girls for Immoral Purpose,0,01-04-2021
681726358,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Ransom - of  Others,7,01-04-2021
110010837,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For Prostitution,0,01-04-2021
729258063,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - Importring of Girl,0,01-04-2021
213722161,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Procuration of Minor Girls - For other Purpose,4,01-04-2021
436064782,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Espionage,0,01-04-2021
347937588,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Intent to Steal From Child,0,01-04-2021
279052591,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Murder (Homicide),1,01-04-2021
763641116,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Obtain Signature Forcibly,0,01-04-2021
708160424,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Recovering Loan,1,01-04-2021
391040129,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Settling any Disputes,0,01-04-2021
136221321,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Unnatural Lust / Illicit Intercourse,0,01-04-2021
932214671,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",Wrongful Confinement,2,01-04-2021
406695799,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Exporting,0,01-04-2021
243790480,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",From Lawful Guardianship,0,01-04-2021
102861557,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Camel Racing Etc.,0,01-04-2021
303954118,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",To Compel For Marriage,4,01-04-2021
476947764,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Slavery,0,01-04-2021
816779171,KIDNAPPING AND ABDUCTION ,"Sec.360, 361,
363 to 369 IPC",For Stealing From its Person,0,01-04-2021
810437659,DACOITY ,Sec. 395 to 398 IPC ,Others,nan,01-04-2021
754380310,DACOITY ,Sec. 395 to 398 IPC ,At ATM,0,01-04-2021
459731633,DACOITY ,Sec. 395 to 398 IPC ,At Residential Premises,4,01-04-2021
316581333,DACOITY ,Sec. 395 to 398 IPC ,On Highways,5,01-04-2021
230520437,DACOITY ,Sec. 395 to 398 IPC ,In Trains,0,01-04-2021
680856968,DACOITY ,Sec. 395 to 398 IPC ,At Banks,0,01-04-2021
675915158,DACOITY ,Sec. 395 to 398 IPC ,At Commercial Places / Establishments,3,01-04-2021
314084234,DACOITY ,Sec. 395 to 398 IPC ,On Other Roads,2,01-04-2021
863299671,DACOITY ,Sec. 395 to 398 IPC ,In Other Places,6,01-04-2021
173424049,DACOITY ,Sec. 395 to 398 IPC ,River & Sea,0,01-04-2021
257274881,Preparation And Assembly for Dacoity,,Others,15,01-04-2021
654673882,Robbery ,Sec.392 to 394 IPC,Others,nan,01-04-2021
167466864,Robbery ,Sec.392 to 394 IPC,At ATM,0,01-04-2021
944498220,Robbery ,Sec.392 to 394 IPC,At Residential Premises,12,01-04-2021
849919374,Robbery ,Sec.392 to 394 IPC,On Highways,6,01-04-2021
861555487,Robbery ,Sec.392 to 394 IPC,In Trains,2,01-04-2021
670332994,Robbery ,Sec.392 to 394 IPC,At Banks,0,01-04-2021
145444917,Robbery ,Sec.392 to 394 IPC,At Commercial Places / Establishments,4,01-04-2021
748700824,Robbery ,Sec.392 to 394 IPC,In Other Places,52,01-04-2021
525369317,Robbery ,Sec.392 to 394 IPC,Chain Snatching,39,01-04-2021
688638040,Robbery ,Sec.392 to 394 IPC,Attempt to Commit,2,01-04-2021
122170984,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Others,nan,01-04-2021
189688398,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Residential Premises,126,01-04-2021
497497563,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",On Highways,0,01-04-2021
670016046,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Trains,0,01-04-2021
851537488,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Banks,4,01-04-2021
661320457,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Commercial Places / Establishments,32,01-04-2021
159858844,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Other Places,40,01-04-2021
610371462,BURGLARY - NIGHT ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Temple Theft,24,01-04-2021
924069193,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Others,nan,01-04-2021
263785599,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Residential Premises,45,01-04-2021
697307581,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",On Highways,0,01-04-2021
357875271,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Trains,0,01-04-2021
241163438,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Banks,1,01-04-2021
364510933,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",At Commercial Places / Establishments,6,01-04-2021
657300302,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",In Other Places,4,01-04-2021
980251878,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Temple Theft,1,01-04-2021
911012356,BURGLARY - DAY ,"Sec. 380 IPC R/W 453 TO
460, 462 IPC",Total Burglary (Burglary Day + Burglary Night),283,01-04-2021
